,Tweet,corpus
2372,"USA si se merecía ganar, respondió muy bien. 
Igual si Venezuela ganaba no estaba mal. 
Pero no estén con la locurita que fue robo",usa si se merec ganar respondi muy bien igual si venezuela ganaba estaba mal pero est n con la locurita que fue robo
2373,Me meo hasta las otras participantes no se la creían 🤦🏻‍♀️,meo hasta la otras participantes se la cre
2374,"Soy yo o ella se ve  tranquila, tipo ya sabías que ibas a ganar pero TIENES QUE actuar.

#MissUniverse",soy yo ella se tranquila tipo ya sab que ibas ganar pero tienes que actuar missuniverse
2375,Miss Venezuela was more deserving.,miss venezuela deserving
2376,rigged,rigged
2377,weeeell dsurv ✨️,weeeell dsurv
2378,"Miren la reacción de Mis Estados Unidos, no se cree ganadora del Miss Universo 2022... Esa corona debió ser para Miss Venezuela.
USA lo volvió a hacer...",miren la reacci n de mi estados unidos se cree ganadora del miss universo esa corona debi ser para miss venezuela usa lo volvi hacer
2379,"REALLY????? I FEEL STOLE

#MissUniverse",really feel stole missuniverse
2380,Ni se sorprendió la chama.. Raaaro🤔 ¿Estafa? #MissUniverse,ni se sorprendi la chama raaaro estafa missuniverse
2381,d ba pedeng silang dalawa nalang HAHAHAHAHAHAHAH,ba pedeng silang dalawa nalang hahahahahahahah
2382,podre viu,podre viu
2383,Un robo total,un robo total
2384,ODIEI,odiei
2385,CONGRATS USA💗💗,congrats usa
2386,สหรัฐอเมริกา คว้ามงกุฎมิสยูนิเวิร์สปีนี้  https://t.co/9Z2dwPes2y,http co z dwpes
2387,Thanks Queen @Amandadudamel 🇻🇪👑 nuestra reina ♾,thanks queen amandadudamel nuestra reina
2388,UM DOS MAIORES ROUBOS DA HISTORIA,um do maiores roubos da historia
2389,👎👎👎👎👎,
2390,we still won gays 🇵🇭,still gay
2391,Qué reacción ejesa marica? Ni te lo creías 🫠🫠,qu reacci n ejesa marica ni te lo cre
2392,"⚡️ La nueva #MissUniverse es USA 🇺🇸 

#MissUniverse2023 
 https://t.co/ZCI0pz7DbL",la nueva missuniverse e usa missuniverse http co zci pz dbl
2393,"บูดดดดด

 https://t.co/dN68x1yHbS",http co dn x yhbs
2394,Nwbona de arrechera,nwbona de arrechera
2395,diablo coño,diablo co
2396,I knew everything wasn't right the moment miss Nigeria &amp; Philippines wasn't in the top 16. Venezuela answer was the best. You guys are fraud.,knew everything right moment miss nigeria amp philippine top venezuela answer best guy fraud
2397,Ratio merecido,ratio merecido
2398,Dominican republic gave the best and heartfelt answer. Kahit half Pinoy is Ms. USA deserve ni Dominican republic ang crown.,dominican republic gave best heartfelt answer kahit half pinoy m usa deserve ni dominican republic ang crown
2399,"Esto es que la niña de USA se va a quedar encerrada en Tailandia. 

Amanda, tu merecías ganar. Eras la máxima. 💔",esto e que la ni de usa se va quedar encerrada en tailandia amanda tu merec ganar era la xima
2400,RIGGED,rigged
2401,"This why I don't watch these ""comps"" cause they're rigged because howww",watch comp cause rigged howww
2402,🌕,
2403,👑🫶🏻,
2404,Otro robo más.. Y hace un año tenía que ser Nadia y ahora tenía que ser #MissVenezuela,otro robo hace un ten que ser nadia ahora ten que ser missvenezuela
2405,USA? No estaba a la altura de merecer esa corona #MissUniverse2023,usa estaba la altura de merecer esa corona missuniverse
2406,"You guys should've just crown her from the very beginning instead of wasting our time. Terrible show, terrible top 16, not having a top 10 cut, long ass show, leaving a ton of favorites out. And Venezuela get robbed.",guy crown beginning instead wasting time terrible show terrible top top cut long as show leaving ton favorite venezuela get robbed
2407,technically Filipina 😂😂😂 https://t.co/or4krJ3tLW,technically filipina http co krj tlw
2408,Mamense un gueeeeevooooooo,mamense un gueeeeevooooooo
2409,Undeserved,undeserved
2410,pintamos toda la casa https://t.co/DMA4Gly6hz,pintamos toda la casa http co dma gly hz
2411,ESTAFA.,estafa
2412,ROBBED,robbed
2413,Fraudeeeeeeeeee,fraudeeeeeeeeee
2414,Deserve 🥳👏,deserve
2415,🍅🍅🍅🍅🍅🍅🍅🍅🍅,
2416,กูเครียด เวเนจับโดมิดีกว่า,
2417,"Meu deusss que miss universo horrível kkk a cara de decepção de todos, vergonhoso",meu deusss que miss universo horr vel kkk cara de decep de todos vergonhoso
2418,"No te preocupes Amanda, nosotros vamos a comprarte una corona mucho más bonita🥺💚",te preocupes amanda nosotros vamos comprarte una corona mucho bonita
2419,Fue un error,fue un error
2420,I knew it🎆🙂🥰❤️💙🎉 Congratulations Miss USA #MissUniverse2022 🎆🎉🎉❤️,knew congratulation miss usa missuniverse
2421,UN ROBO THIS IS IS ROBBERY,un robo robbery
2422,YA HE VISTO ESTO DEJEN DE HACER LO MISMO,ya visto esto dejen de hacer lo mismo
2423,I'm so proud of you Gurl!,proud gurl
2424,Robbed 😐,robbed
2425,stolen 🥴,stolen
2426,Nos robaron.,no robaron
2427,desurvvv 🫶✨,desurvvv
2428,"Este logro era y es de #Venezuela 
#MissUniverse2022 NOS ROBARON",este logro era e de venezuela missuniverse no robaron
2429,Roubado,roubado
2430,Local,local
2431,🎉,
2432,"@MissUniverse https://t.co/vsDFl05BZk 
Yeah

#ColombiaPotenciaMundialDeLaVida https://t.co/g2haUc5nrY",missuniverse http co vsdfl bzk yeah colombiapotenciamundialdelavida http co g hauc nry
2433,"Meu Deus, a República Dominicana era perfeita #MissUniverse2022 https://t.co/5HSw2K54xg",meu deus rep blica dominicana era perfeita missuniverse http co hsw k xg
2434,La de Venezuela tuvo que darle la noticia 😂😂,la de venezuela tuvo que darle la noticia
2435,Miss USA is #MissUniverse2023 🇺🇸,miss usa missuniverse
2436,Isnt it weird that NONE of the other girls came to congratulate USA? Something to think about...,isnt weird none girl came congratulate usa something think
2437,"👏👏👏👏
#MissUSA @MissTXUSA #MissUniverse2022",missusa misstxusa missuniverse
2438,"La reacción de Amanda era de ganadora!
Y cuando abrió los ojos y escucho el USA quiso morir 😭",la reacci n de amanda era de ganadora cuando abri los ojos escucho el usa quiso morir
2439,como les gusta romper las pelotas gringos insoportables,como le gusta romper la pelota gringo insoportables
2440,"3 años consecutivos le roban el título a Sudamérica, Perú, Paraguay y Venezuela. 
#MissUniverse2022",o consecutivos le roban el tulo sudam rica per paraguay venezuela missuniverse
2441,Omggg  after 11 years usa get the crowd again,omggg year usa get crowd
2442,Estados Unidos gana el #MissUniverse. Amanda Dudamel es la primera finalista. #AmandaesVenezuela,estados unidos gana el missuniverse amanda dudamel e la primera finalista amandaesvenezuela
2443,"Congratulations USA 🙌🏻❤️

What A Splendid Year You Had Harnaaz 🥺💗 This is just a beginning many more to come 🫴❤️",congratulation usa splendid year harnaaz beginning many come
2444,Es un Robo .   No se veia robo tan grande desde el robo de la casa de papel #MissUniverse2022,e un robo se veia robo tan grande desde el robo de la casa de papel missuniverse
2445,RATIO,ratio
2446,A WIN IS A WINNNN! CONGRATS 🇺🇸❤🇵🇭,win winnnn congrats
2447,Congratulations USA!!!!,congratulation usa
2448,Un ejemplo de scam 👇🏻,un ejemplo de scam
2449,"Miss USA R'Bonney Gabriel is the new Miss Universe.
#MissUniverse",miss usa r bonney gabriel new miss universe missuniverse
2450,Trampa. Trampa de la grande 😭🇻🇪,trampa trampa de la grande
2451,q robo,q robo
2452,Congratulations #MissUSA #MissUniverse2022 dugong Pinoy,congratulation missusa missuniverse dugong pinoy
2453,"La mujer más hermosa del mundo es estadounidense 👑🇺🇲👏

https://t.co/KdV8wiXo3w",la mujer hermosa del mundo e estadounidense http co kdv wixo w
2454,Stolen,stolen
2455,"La Ganadora USA 🇺🇸  y soporten 😘

#MissUniverse2022 https://t.co/Kn7zPiu8MS",la ganadora usa soporten missuniverse http co kn zpiu m
2456,Congrats Miss USA! #MissUniverse2022,congrats miss usa missuniverse
2457,"PERIOD, PINAY PRIDE EMZ HAHAHAHAH",period pinay pride emz hahahahah
2458,FRAUDE 💀,fraude
2459,Este video está pa la cuenta de Colombia Oscura....q atracó más 70 hijueputa,este video est pa la cuenta de colombia oscura q atrac hijueputa
2460,Filipino-American!!!!!!!,filipino american
2461,"I told yah!!,",told yah
2462,pero porque no me chupas los dos papos pedazo de pelotudxxxxx,pero porque chupas los do papos pedazo de pelotudxxxxx
2463,Congrats #RBonneyGabriel,congrats rbonneygabriel
2464,Congratssss Miss USA!🇺🇸👑,congratssss miss usa
2465,Latinas barradas mais um ano,latinas barradas mais um ano
2466,o mijo,mijo
2467,USA!!!!!!! 🇺🇸🇺🇸🇺🇸,usa
2468,Yay CONGRATS MADAM!! 🎉,yay congrats madam
2469,No puede ser que esa gringa haya ganado,puede ser que esa gringa haya ganado
2470,DELETE,delete
2471,O seeeaaa... Miren sus caras.,seeeaaa miren sus caras
2472,ROBO,robo
2473,CONGRATULATIONS MISS USA !! SM DASURV #MissUniverse2022,congratulation miss usa sm dasurv missuniverse
2474,Que linda la nueva corona 👑,que linda la nueva corona
2475,ella ya sabía se hizo la tontita na más,ella ya sab se hizo la tontita na
2476,🎊🎊🎊🎊🎊,
2477,Go queen!!! https://t.co/CoEWU3OuRJ,go queen http co coewu ourj
2478,I knew it🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,knew
2479,QUE,que
2480,Empezando el año con tremendo robo.,empezando el con tremendo robo
2481,Venezuela era la ganadora caramba.,venezuela era la ganadora caramba
2482,#pinoypride pa rin 😜😜😜,pinoypride pa rin
2483,KITANG KITA SA CAMERAWORK OMG KAYO,kitang kita sa camerawork omg kayo
2484,"really love her answers, dasurv sa much 🫶🏻✨",really love answer dasurv sa much
2485,ROBO TOTAAAAAL inútiles,robo totaaaaal tile
2486,You deserved it USA especially with your outstanding answers👏🏽💐,deserved usa especially outstanding answer
2487,venezuela ganhou no meu coração n aceito n quero saber,venezuela ganhou meu cora n aceito n quero saber
2488,💗,
2489,USA มง จบ แยก โดมิกับเวเนยิ้มหวานเว่อ เสียดายนะ,usa
2490,Deserve. Congrats USA!!! 👏🎉,deserve congrats usa
2491,"oh she deserves it idgaf, look at the gown.",oh deserves idgaf look gown
2492,"Bonitas mujeres, 90-60-90, tal como debe ser un concurso de belleza...",bonitas mujeres tal como debe ser un concurso de belleza
2493,it's like 2012 all over again.,like
2494,Well. Congratulations..,well congratulation
2495,#FilipinoPride,filipinopride
2496,"No es por nada, pero es demasiado falso que Venezuela no ganara",e por nada pero e demasiado falso que venezuela ganara
2497,"DASURVABILITY! 👑
#MissUniverse2022",dasurvability missuniverse
2498,War Damn USA,war damn usa
2499,NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO NO AUTORIZO,autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo autorizo
2500,"Ayiieee congrats Ms.USA 🥳, kahit hindi pasok si Celeste atleast half pinay ang nanalo",ayiieee congrats m usa kahit hindi pasok si celeste atleast half pinay ang nanalo
2501,"Estoy conforme, la verdad",estoy conforme la verdad
2502,Es que ni ella se las cree que gano🤡,e que ni ella se la cree que gano
2503,มงธุรกิจ3000เป่อ,
2504,la de usa tipo dijeron mi nombre marica ??? fui yo ???,la de usa tipo dijeron mi nombre marica fui yo
2505,"REPITO, HEMOS SIDO ROBADOS 🇻🇪👑",repito hemos sido robados
2506,Congratulations!!,congratulation
2507,"Congratulations, Miss USA. 👑",congratulation miss usa
2508,La coronó le pertenece a Venezuela&gt;:v,la coron le pertenece venezuela gt v
2509,"Una belleza la muchacha de Venezuela y le dan la corona a la feroztica de usa.

Un robo descarado",una belleza la muchacha de venezuela le dan la corona la feroztica de usa un robo descarado
2510,ESTAFADORES DE MIERDA,estafadores de mierda
2511,YEEEEEYYY!!! DASURB 👑,yeeeeeyyy dasurb
2512,Que robo tan descarado!.,que robo tan descarado
2513,Miss Estados Unidos es la nueva Miss Universo 🥂,miss estados unidos e la nueva miss universo
2514,Congratulations to miss USA. And well done to miss Venezuela. 👌,congratulation miss usa well done miss venezuela
2515,Crown Stoled.,crown stoled
2516,"THE NEW #MissUniverse2022 #MissUniverse is USA

#iampaulderNEWS https://t.co/ecvC98KuBN",new missuniverse missuniverse usa iampauldernews http co ecvc kubn
2517,we were robbed,robbed
2518,"dasurv pud oy, congrats USA! 👑✨",dasurv pud oy congrats usa
2519,Yez!,yez
2520,USA USA USA!!! AMERICA BABY!!!! #MissUniverse,usa usa usa america baby missuniverse
2521,Ughhh no wonder. Pero super manika ng mukha ni Venezuela huhu. Congrats Miss USA! 👑😍#MissUniverse,ughhh wonder pero super manika ng mukha ni venezuela huhu congrats miss usa missuniverse
2522,Que robo jajaja,que robo jajaja
2523,"Yes,the real owner..the crown will back to the real owner.",yes real owner crown back real owner
2524,ni ella misma se lo creía 💀,ni ella misma se lo cre
2525,https://t.co/OR3TNcwzQH,http co tncwzqh
2526,Cacerolazo masivo,cacerolazo masivo
2527,"El último robo de esta escala fue a @GazirGPS en la @redbullbatalla 

Miss Venezuela mucho más clara.",el ltimo robo de esta escala fue gazirgps en la redbullbatalla miss venezuela mucho clara
2528,Oh yess! 4.5th crown for the Philippines. Congratulations Miss USA!!!,oh yes th crown philippine congratulation miss usa
2529,😍,
2530,👇🇻🇪🥰😎,
2531,"Hindi pa nag sink in sa kanya huhu. Deserve na deserve mo, USA, sa lahat ng criticisms na natanggap mo.",hindi pa nag sink sa kanya huhu deserve na deserve mo usa sa lahat ng criticism na natanggap mo
2532,"Así la coronación de Estados Unidos 

https://t.co/afckU1WQAh",la coronaci n de estados unidos http co afcku wqah
2533,JAPIROOOOOOOOOO,japiroooooooooo
2534,💗💗,
2535,"R'Bonney for the winnnnnnn!! 🇺🇲🇵🇭
#MissUniverse2022",r bonney winnnnnnn missuniverse
2536,HAHAHAHAHA so kung anong country pala ang itthrowback ng MU before finals yun talaga iwiwindra nila 🙃,hahahahaha kung anong country pala ang itthrowback ng mu final yun talaga iwiwindra nila
2537,CONGRATULATIONS MADAMMMM🤗!!,congratulation madammmm
2538,U-S-A!!! 🇺🇸🇺🇸,u
2539,Yaaaasss gurl!!! Dasurvvvv!!!👑✨ #MissUniverse2022,yaaaasss gurl dasurvvvv missuniverse
2540,"HERMANA TREMENDO ROBO, pero es que ni la de Usa se lo cree",hermana tremendo robo pero e que ni la de usa se lo cree
2541,Pues no mi ciela,pues mi ciela
2542,Hubiese quedado mejor si gana Venezuela 🙃,hubiese quedado mejor si gana venezuela
2543,Go na pinoy man japon ❤️❤️❤️,go na pinoy man japon
2544,"#MissUniverse #MissUniverse #MissUniverse2022
#MissUniverse2023",missuniverse missuniverse missuniverse missuniverse
2545,how much??? https://t.co/5cdiS0e3yD,much http co cdis e yd
2546,Deserved💯💗,deserved
2547,That crown was bought,crown bought
2548,pero,pero
2549,"Rigged/10

Venezuela was ROBBED",rigged venezuela robbed
2550,só pode ser divida de jogo,pode ser divida de jogo
2551,Congratulations #MissUSA!! 😊👏 You are now #MISSUNIVERSE!! 💫👑🇺🇸,congratulation missusa missuniverse
2552,yung buhok ni ante parang yung buhok ni Olivia Culpo dati haha,yung buhok ni ante parang yung buhok ni olivia culpo dati haha
2553,YESSSSSSS OMGGGGG,yes omggggg
2554,I'M SORRY BUT VENEZUELA WAS MUCH BETTER,sorry venezuela much better
2555,Y así fue 👏,fue
2556,"Que piqueeee
esa Corona era de republica dominicana por mucho",que piqueeee esa corona era de republica dominicana por mucho
2557,"DESERVE!!! WANT TO MEET YOU SOMEDAY!!! CONGRATS!!! ❤❤❤

#MissUniverse2022 #71stMissUniverse 
#MissUniverseUSA",deserve want meet someday congrats missuniverse stmissuniverse missuniverseusa
